choice_id,product_id,choice,price,position
21,21,0,7,3
21,23,0,4,9
21,29,0,3,1
21,45,0,5,6
21,46,0,7,4
21,47,1,5,7
22,3,1,7,5
22,4,0,6,6
22,8,0,4,9
22,9,0,5,2
22,21,0,6,1
22,23,0,4,8
22,29,0,7,7
22,45,0,4,4
22,46,0,3,3
22,47,0,5,10
23,3,1,3,2
23,4,0,6,5
23,8,0,7,4
23,9,0,4,8
23,21,0,6,3
23,23,0,3,1
23,29,0,7,6
23,45,0,3,7
23,46,0,7,10
23,47,0,6,9
24,3,0,5,3
24,4,0,3,2
24,8,0,4,5
24,9,0,4,6
24,21,0,5,9
24,23,0,3,8
24,29,0,7,7
24,45,0,7,10
24,46,0,6,1
24,47,1,5,4
25,3,0,4,7
25,4,0,5,6
25,8,1,3,9
25,9,0,7,5
25,21,0,5,1
25,23,0,4,3
25,29,0,7,2
25,45,0,7,10
25,46,0,3,4
25,47,0,4,8
26,3,0,5,10
26,4,0,7,6
26,8,0,7,1
26,9,0,7,9
26,21,0,4,5
26,23,0,7,3
26,29,1,5,4
26,45,0,5,2
26,46,0,6,7
26,47,0,3,8
27,3,0,3,6
27,4,0,5,2
27,8,0,5,8
27,9,0,6,4
27,21,0,6,9
27,23,0,4,3
27,29,1,7,5
27,45,0,5,1
27,46,0,4,7
27,47,0,5,10
28,3,0,6,4
28,4,1,5,8
28,8,0,4,5
28,9,0,5,1
28,21,0,4,6
28,23,0,6,3
28,29,0,5,2
28,45,0,3,9
28,46,0,6,10
28,47,0,6,7
29,3,0,7,2
29,4,0,5,3
29,8,0,7,4
29,9,0,5,5
29,21,0,5,8
29,23,0,3,9
29,29,0,4,7
29,45,1,6,1
29,46,0,3,6
29,47,0,6,10
30,3,0,3,1
30,4,0,6,4
30,8,0,6,6
30,9,0,3,9
30,21,0,5,2
30,23,0,4,5
30,29,0,4,3
30,45,0,3,10
30,46,1,6,8
30,47,0,3,7
31,3,1,6,6
31,4,0,7,4
31,8,0,6,8
31,9,0,7,3
31,21,0,6,1
31,23,0,5,5
31,29,0,6,2
31,45,0,3,10
31,46,0,7,7
31,47,0,3,9
32,3,0,7,9
32,4,0,3,1
32,8,0,4,2
32,9,1,4,3
32,21,0,5,7
32,23,0,4,6
32,29,0,4,4
32,45,0,3,10
32,46,0,5,8
32,47,0,5,5
33,3,0,7,3
33,4,0,4,5
33,8,0,4,10
33,9,0,6,9
33,21,0,7,6
33,23,0,5,7
33,29,0,5,4
33,45,0,6,2
33,46,0,4,8
33,47,1,6,1
34,3,1,3,9
34,4,0,5,3
34,8,0,6,7
34,9,0,4,8
34,21,0,6,6
34,23,0,4,10
34,29,0,7,5
34,45,0,5,1
34,46,0,6,2
34,47,0,5,4
35,3,0,5,6
35,4,0,3,8
35,8,0,5,10
35,9,0,4,1
35,21,0,3,5
35,23,0,4,4
35,29,0,4,2
35,45,1,3,3
35,46,0,6,7
35,47,0,6,9
36,3,1,3,3
36,4,0,4,2
36,8,0,6,8
36,9,0,4,4
36,21,0,7,9
36,23,0,3,10
36,29,0,6,6
36,45,0,3,5
36,46,0,3,7
36,47,0,5,1
37,3,0,6,5
37,4,0,4,4
37,8,0,6,9
37,9,0,7,8
37,21,1,6,6
37,23,0,5,10
37,29,0,6,7
37,45,0,7,2
37,46,0,7,3
37,47,0,6,1
38,3,0,6,2
38,4,0,4,5
38,8,0,3,6
38,9,0,5,7
38,21,0,5,3
38,23,0,4,8
38,29,0,3,9
38,45,0,3,10
38,46,0,3,4
38,47,1,4,1
39,3,0,7,3
39,4,1,5,9
39,8,0,3,5
39,9,0,3,1
39,21,0,6,6
39,23,0,3,7
39,29,0,3,10
39,45,0,4,4
39,46,0,6,2
39,47,0,7,8
40,3,1,3,9
40,4,0,7,1
40,8,0,4,4
40,9,0,6,5
40,21,0,3,2
40,23,0,4,6
40,29,0,4,3
40,45,0,4,10
40,46,0,4,7
40,47,0,5,8
41,3,0,4,7
41,4,0,7,2
41,8,0,6,5
41,9,1,5,1
41,21,0,3,4
41,23,0,6,8
41,29,0,3,6
41,45,0,4,10
41,46,0,7,3
41,47,0,6,9
42,3,0,7,2
42,4,1,7,9
42,8,0,5,5
42,9,0,5,10
42,21,0,6,7
42,23,0,6,8
42,29,0,3,6
42,45,0,7,4
42,46,0,7,3
42,47,0,3,1
43,3,0,7,9
43,4,0,7,8
43,8,0,6,5
43,9,0,5,4
43,21,0,6,6
43,23,0,5,3
43,29,0,3,2
43,45,1,6,1
43,46,0,4,7
43,47,0,3,10
44,3,0,7,1
44,4,0,5,6
44,8,0,3,9
44,9,1,3,4
44,21,0,7,3
44,23,0,4,10
44,29,0,5,7
44,45,0,4,8
44,46,0,5,2
44,47,0,5,5
45,3,0,7,7
45,4,0,5,10
45,8,0,5,6
45,9,1,4,8
45,21,0,7,2
45,23,0,4,5
45,29,0,6,1
45,45,0,7,4
45,46,0,4,3
45,47,0,3,9
46,3,0,7,9
46,4,0,4,2
46,8,0,4,7
46,9,0,6,5
46,21,1,7,1
46,23,0,5,8
46,29,0,6,3
46,45,0,3,6
46,46,0,5,4
46,47,0,3,10
47,3,0,7,8
47,4,0,3,2
47,8,0,4,1
47,9,0,5,4
47,21,0,6,6
47,23,0,6,3
47,29,1,5,10
47,45,0,5,7
47,46,0,6,9
47,47,0,7,5
48,3,0,6,7
48,4,1,4,5
48,8,0,6,1
48,9,0,3,8
48,21,0,7,9
48,23,0,4,10
48,29,0,3,3
48,45,0,7,6
48,46,0,6,2
48,47,0,3,4
49,3,0,6,3
49,4,0,3,6
49,8,1,5,1
49,9,0,3,9
49,21,0,3,7
49,23,0,3,2
49,29,0,5,5
49,45,0,7,8
49,46,0,7,10
49,47,0,5,4
50,3,0,6,10
50,4,0,6,3
50,8,0,7,2
50,9,0,3,8
50,21,1,7,9
50,23,0,5,7
50,29,0,7,6
50,45,0,6,5
50,46,0,3,1
50,47,0,5,4
51,3,0,7,6
51,4,0,4,5
51,8,0,4,2
51,9,1,5,1
51,21,0,4,4
51,23,0,5,3
51,29,0,5,7
51,45,0,5,8
51,46,0,4,9
51,47,0,6,10
52,3,0,3,6
52,4,0,7,7
52,8,0,7,4
52,9,0,7,1
52,21,0,3,2
52,23,0,7,5
52,29,0,3,3
52,45,1,4,8
52,46,0,3,9
52,47,0,7,10
53,3,0,5,10
53,4,0,4,7
53,8,0,6,1
53,9,0,3,4
53,21,0,6,6
53,23,0,5,3
53,29,0,5,5
53,45,0,3,9
53,46,0,4,8
53,47,1,4,2
54,3,0,7,6
54,4,0,5,2
54,8,0,6,3
54,9,0,5,7
54,21,0,5,1
54,23,0,5,8
54,29,0,5,4
54,45,1,4,9
54,46,0,4,10
54,47,0,3,5
55,3,0,4,4
55,4,0,4,2
55,8,0,7,8
55,9,0,4,9
55,21,0,7,5
55,23,1,4,3
55,29,0,4,10
55,45,0,5,7
55,46,0,3,6
55,47,0,6,1
56,3,0,4,10
56,4,0,4,8
56,8,0,7,3
56,9,0,3,9
56,21,0,6,6
56,23,0,7,7
56,29,0,7,4
56,45,1,3,1
56,46,0,3,5
56,47,0,3,2
57,3,0,3,2
57,4,0,4,5
57,8,0,5,7
57,9,0,6,6
57,21,0,4,1
57,23,0,6,4
57,29,0,7,9
57,45,1,7,3
57,46,0,3,8
57,47,0,3,10
58,3,0,7,9
58,4,0,5,3
58,8,0,6,6
58,9,1,3,2
58,21,0,6,8
58,23,0,5,4
58,29,0,4,1
58,45,0,5,5
58,46,0,5,10
58,47,0,4,7
59,3,0,3,4
59,4,0,7,7
59,8,0,7,8
59,9,0,7,5
59,21,0,3,2
59,23,0,3,9
59,29,0,6,3
59,45,0,6,6
59,46,0,7,1
59,47,1,5,10
60,3,0,4,6
60,4,1,5,5
60,8,0,3,1
60,9,0,6,2
60,21,0,5,8
60,23,0,6,4
60,29,0,3,10
60,45,0,3,9
60,46,0,3,7
60,47,0,4,3
61,3,0,4,4
61,4,0,3,1
61,8,0,6,2
61,9,1,6,9
61,21,0,3,5
61,23,0,4,3
61,29,0,7,8
61,45,0,6,10
61,46,0,6,7
61,47,0,5,6
62,3,0,5,2
62,4,0,4,3
62,8,0,3,8
62,9,0,7,7
62,21,0,4,6
62,23,0,3,4
62,29,0,7,10
62,45,0,5,1
62,46,1,7,9
62,47,0,3,5
63,3,0,5,5
63,4,0,4,8
63,8,0,4,1
63,9,0,7,10
63,21,1,6,7
63,23,0,6,6
63,29,0,4,3
63,45,0,5,9
63,46,0,4,2
63,47,0,4,4
64,3,0,4,9
64,4,0,6,1
64,8,0,6,10
64,9,1,7,5
64,21,0,6,7
64,23,0,7,4
64,29,0,3,3
64,45,0,6,6
64,46,0,4,2
64,47,0,6,8
65,3,0,4,3
65,4,0,5,7
65,8,0,5,5
65,9,0,5,10
65,21,1,7,2
65,23,0,5,6
65,29,0,3,4
65,45,0,6,8
65,46,0,6,1
65,47,0,7,9
66,3,0,5,5
66,4,0,4,4
66,8,0,3,8
66,9,0,3,7
66,21,1,4,3
66,23,0,6,1
66,29,0,5,2
66,45,0,4,6
66,46,0,3,9
66,47,0,7,10
67,3,0,5,6
67,4,1,5,1
67,8,0,4,9
67,9,0,6,5
67,21,0,4,8
67,23,0,4,3
67,29,0,6,10
67,45,0,5,2
67,46,0,4,4
67,47,0,5,7
68,3,0,7,1
68,4,0,4,7
68,8,0,3,10
68,9,0,6,2
68,21,1,6,9
68,23,0,3,8
68,29,0,7,3
68,45,0,7,4
68,46,0,4,6
68,47,0,4,5
69,3,1,6,1
69,4,0,5,5
69,8,0,4,6
69,9,0,6,4
69,21,0,6,7
69,23,0,4,2
69,29,0,7,8
69,45,0,4,9
69,46,0,7,10
69,47,0,7,3
70,3,0,3,7
70,4,0,4,5
70,8,1,7,8
70,9,0,7,9
70,21,0,7,6
70,23,0,4,2
70,29,0,7,1
70,45,0,7,10
70,46,0,5,3
70,47,0,6,4
71,3,0,6,4
71,4,0,7,10
71,8,0,7,3
71,9,0,7,1
71,21,0,4,5
71,23,0,5,8
71,29,0,3,9
71,45,0,5,2
71,46,1,7,6
71,47,0,6,7
72,3,0,4,4
72,4,0,3,7
72,8,0,6,9
72,9,1,6,2
72,21,0,3,10
72,23,0,4,6
72,29,0,4,1
72,45,0,7,8
72,46,0,6,3
72,47,0,5,5
73,3,1,4,3
73,4,0,6,9
73,8,0,5,5
73,9,0,5,6
73,21,0,4,10
73,23,0,6,1
73,29,0,7,4
73,45,0,6,8
73,46,0,4,7
73,47,0,6,2
74,3,0,6,2
74,4,0,4,9
74,8,1,5,5
74,9,0,3,8
74,21,0,4,3
74,23,0,7,6
74,29,0,3,7
74,45,0,5,1
74,46,0,7,4
74,47,0,4,10
75,3,1,5,3
75,4,0,6,1
75,8,0,4,8
75,9,0,5,5
75,21,0,5,6
75,23,0,5,10
75,29,0,3,2
75,45,0,5,4
75,46,0,6,7
75,47,0,3,9
76,3,0,5,3
76,4,0,3,5
76,8,0,5,1
76,9,0,3,7
76,21,0,3,10
76,23,0,4,9
76,29,0,6,2
76,45,1,7,8
76,46,0,7,4
76,47,0,4,6
77,3,0,6,10
77,4,0,6,2
77,8,0,5,9
77,9,0,3,6
77,21,0,3,5
77,23,0,6,8
77,29,0,6,1
77,45,1,4,3
77,46,0,4,7
77,47,0,6,4
78,3,0,6,7
78,4,0,5,1
78,8,0,7,8
78,9,1,7,4
78,21,0,6,3
78,23,0,5,2
78,29,0,4,9
78,45,0,3,6
78,46,0,3,5
78,47,0,7,10
79,3,0,5,3
79,4,0,5,9
79,8,0,5,6
79,9,0,7,7
79,21,0,5,8
79,23,1,3,1
79,29,0,3,2
79,45,0,6,4
79,46,0,6,10
79,47,0,7,5
80,3,0,6,3
80,4,0,7,7
80,8,0,7,4
80,9,0,5,2
80,21,0,7,10
80,23,0,3,8
80,29,0,7,6
80,45,1,7,5
80,46,0,3,1
80,47,0,5,9
81,3,0,5,7
81,4,0,7,3
81,8,0,7,2
81,9,0,4,8
81,21,0,6,10
81,23,0,7,4
81,29,0,7,9
81,45,0,4,5
81,46,1,3,1
81,47,0,7,6
82,3,0,6,9
82,4,0,4,3
82,8,1,7,8
82,9,0,3,7
82,21,0,4,4
82,23,0,6,5
82,29,0,3,6
82,45,0,6,10
82,46,0,4,1
82,47,0,7,2
83,3,0,7,4
83,4,0,5,8
83,8,0,4,5
83,9,0,7,7
83,21,1,4,2
83,23,0,4,10
83,29,0,5,9
83,45,0,7,6
83,46,0,7,1
83,47,0,6,3
84,3,0,7,8
84,4,0,7,6
84,8,0,6,9
84,9,0,3,7
84,21,0,5,5
84,23,0,5,1
84,29,0,6,4
84,45,0,3,3
84,46,0,6,2
84,47,1,4,10
85,3,0,7,2
85,4,1,3,3
85,8,0,3,8
85,9,0,5,4
85,21,0,7,6
85,23,0,4,10
85,29,0,3,9
85,45,0,6,7
85,46,0,7,1
85,47,0,7,5
86,3,1,7,1
86,4,0,6,5
86,8,0,3,9
86,9,0,6,7
86,21,0,4,3
86,23,0,6,10
86,29,0,3,6
86,45,0,5,2
86,46,0,7,4
86,47,0,6,8
87,3,0,3,10
87,4,0,6,7
87,8,0,5,6
87,9,0,3,1
87,21,0,5,3
87,23,0,4,9
87,29,0,4,8
87,45,0,7,5
87,46,1,3,2
87,47,0,5,4
88,3,1,5,4
88,4,0,5,2
88,8,0,7,5
88,9,0,5,3
88,21,0,3,1
88,23,0,6,6
88,29,0,7,8
88,45,0,5,7
88,46,0,3,9
88,47,0,6,10
89,3,0,6,4
89,4,0,7,3
89,8,0,3,7
89,9,1,5,1
89,21,0,6,6
89,23,0,6,2
89,29,0,3,10
89,45,0,7,8
89,46,0,7,9
89,47,0,3,5
90,3,0,6,6
90,4,0,6,8
90,8,0,6,5
90,9,0,6,4
90,21,0,4,7
90,23,0,6,3
90,29,0,3,2
90,45,0,5,10
90,46,1,6,1
90,47,0,3,9
91,3,0,7,6
91,4,0,7,8
91,8,0,6,3
91,9,0,4,5
91,21,1,4,9
91,23,0,7,1
91,29,0,6,2
91,45,0,4,4
91,46,0,7,10
91,47,0,3,7
92,3,0,6,10
92,4,0,5,9
92,8,0,5,4
92,9,0,7,8
92,21,0,7,3
92,23,0,6,6
92,29,1,6,5
92,45,0,6,1
92,46,0,4,7
92,47,0,3,2
93,3,0,7,7
93,4,1,3,2
93,8,0,6,9
93,9,0,7,4
93,21,0,5,6
93,23,0,6,10
93,29,0,5,5
93,45,0,3,1
93,46,0,7,3
93,47,0,3,8
94,3,0,5,1
94,4,0,5,7
94,8,0,4,10
94,9,1,7,2
94,21,0,4,6
94,23,0,6,3
94,29,0,3,9
94,45,0,6,5
94,46,0,6,8
94,47,0,5,4
95,3,0,7,1
95,4,0,7,10
95,8,0,4,9
95,9,0,5,8
95,21,0,3,5
95,23,0,3,6
95,29,1,3,4
95,45,0,6,7
95,46,0,5,2
95,47,0,3,3
96,3,0,7,2
96,4,0,4,10
96,8,0,3,1
96,9,0,5,7
96,21,0,7,3
96,23,0,6,8
96,29,0,3,4
96,45,0,3,6
96,46,1,3,9
96,47,0,7,5
97,3,0,7,3
97,4,1,6,1
97,8,0,6,8
97,9,0,5,5
97,21,0,4,6
97,23,0,6,2
97,29,0,6,7
97,45,0,6,9
97,46,0,6,10
97,47,0,6,4
98,3,0,7,10
98,4,0,7,5
98,8,0,4,4
98,9,0,4,7
98,21,0,6,6
98,23,1,7,1
98,29,0,4,8
98,45,0,4,2
98,46,0,3,9
98,47,0,5,3
99,3,0,5,9
99,4,0,5,6
99,8,1,6,3
99,9,0,4,8
99,21,0,7,1
99,23,0,6,10
99,29,0,6,4
99,45,0,6,7
99,46,0,5,2
99,47,0,4,5
100,3,0,4,3
100,4,0,3,4
100,8,0,5,7
100,9,0,3,6
100,21,0,7,8
100,23,0,3,2
100,29,0,7,10
100,45,0,7,9
100,46,1,6,1
100,47,0,3,5
101,3,0,3,2
101,4,0,4,6
101,8,0,7,9
101,9,1,3,5
101,21,0,5,7
101,23,0,3,4
101,29,0,4,10
101,45,0,7,3
101,46,0,7,1
101,47,0,4,8
102,3,0,5,3
102,4,1,3,8
102,8,0,7,9
102,9,0,7,5
102,21,0,7,6
102,23,0,5,2
102,29,0,6,7
102,45,0,4,1
102,46,0,6,4
102,47,0,5,10
103,3,1,5,4
103,4,0,4,1
103,8,0,5,8
103,9,0,6,7
103,21,0,4,2
103,23,0,3,5
103,29,0,6,3
103,45,0,3,10
103,46,0,6,6
103,47,0,3,9
104,3,1,3,8
104,4,0,5,6
104,8,0,7,2
104,9,0,3,3
104,21,0,5,5
104,23,0,4,1
104,29,0,3,7
104,45,0,4,4
104,46,0,7,9
104,47,0,6,10
105,3,0,3,3
105,4,0,3,5
105,8,0,4,9
105,9,0,6,2
105,21,0,3,6
105,23,0,6,8
105,29,1,7,1
105,45,0,7,10
105,46,0,6,7
105,47,0,3,4
106,3,0,3,2
106,4,0,3,10
106,8,0,3,1
106,9,0,3,8
106,21,0,3,3
106,23,0,5,5
106,29,0,5,7
106,45,0,3,6
106,46,1,7,9
106,47,0,6,4
107,3,0,7,10
107,4,0,7,9
107,8,0,6,7
107,9,1,3,8
107,21,0,6,5
107,23,0,7,2
107,29,0,3,3
107,45,0,6,1
107,46,0,3,6
107,47,0,6,4
108,3,1,4,1
108,4,0,6,5
108,8,0,4,2
108,9,0,3,6
108,21,0,4,3
108,23,0,6,8
108,29,0,3,7
108,45,0,7,9
108,46,0,7,4
108,47,0,4,10
109,3,0,6,7
109,4,0,7,4
109,8,0,5,8
109,9,0,7,5
109,21,0,4,9
109,23,0,3,10
109,29,0,3,3
109,45,0,3,1
109,46,0,5,6
109,47,1,5,2
110,3,0,6,7
110,4,1,4,2
110,8,0,4,3
110,9,0,6,9
110,21,0,7,6
110,23,0,6,4
110,29,0,3,10
110,45,0,6,8
110,46,0,3,5
110,47,0,3,1
111,3,1,6,3
111,4,0,7,7
111,8,0,5,8
111,9,0,3,2
111,21,0,7,5
111,23,0,7,1
111,29,0,3,6
111,45,0,4,4
111,46,0,3,9
111,47,0,5,10
112,3,0,6,3
112,4,0,3,7
112,8,1,6,8
112,9,0,6,10
112,21,0,3,2
112,23,0,4,5
112,29,0,7,4
112,45,0,7,9
112,46,0,4,6
112,47,0,3,1
113,3,0,3,2
113,4,0,5,8
113,8,0,4,9
113,9,1,7,5
113,21,0,7,10
113,23,0,5,1
113,29,0,7,6
113,45,0,5,4
113,46,0,4,7
113,47,0,3,3
114,3,0,5,6
114,4,1,4,5
114,8,0,5,7
114,9,0,7,3
114,21,0,6,1
114,23,0,4,4
114,29,0,6,9
114,45,0,4,8
114,46,0,4,2
114,47,0,4,10
115,3,1,7,10
115,4,0,7,4
115,8,0,6,6
115,9,0,3,2
115,21,0,5,3
115,23,0,4,5
115,29,0,7,8
115,45,0,6,1
115,46,0,7,9
115,47,0,3,7
116,3,0,5,1
116,4,0,4,6
116,8,0,6,3
116,9,0,7,8
116,21,1,7,4
116,23,0,6,2
116,29,0,7,9
116,45,0,6,10
116,46,0,5,5
116,47,0,4,7
117,3,1,7,5
117,4,0,6,1
117,8,0,3,8
117,9,0,3,10
117,21,0,7,7
117,23,0,5,3
117,29,0,5,6
117,45,0,7,9
117,46,0,5,2
117,47,0,6,4
118,3,0,6,5
118,4,0,4,2
118,8,0,3,9
118,9,0,3,3
118,21,0,7,7
118,23,0,6,6
118,29,0,5,4
118,45,0,4,10
118,46,0,7,8
118,47,1,6,1
119,3,0,5,9
119,4,0,6,6
119,8,1,5,8
119,9,0,3,7
119,21,0,3,3
119,23,0,3,1
119,29,0,4,5
119,45,0,4,10
119,46,0,4,2
119,47,0,6,4
120,3,0,3,10
120,4,0,7,5
120,8,0,5,2
120,9,0,3,3
120,21,0,6,4
120,23,0,7,7
120,29,0,6,6
120,45,1,5,9
120,46,0,7,8
120,47,0,7,1
121,3,0,6,4
121,4,0,6,8
121,8,0,7,7
121,9,0,6,5
121,21,0,7,3
121,23,0,7,1
121,29,0,5,10
121,45,1,6,2
121,46,0,4,9
121,47,0,5,6
122,3,0,5,10
122,4,0,3,1
122,8,0,7,8
122,9,0,4,4
122,21,0,3,2
122,23,0,7,7
122,29,0,5,3
122,45,0,4,5
122,46,0,7,9
122,47,1,4,6
123,3,0,3,9
123,4,0,5,2
123,8,0,6,1
123,9,1,5,7
123,21,0,6,6
123,23,0,4,8
123,29,0,3,3
123,45,0,3,10
123,46,0,6,5
123,47,0,4,4
124,3,0,3,8
124,4,0,4,7
124,8,0,4,6
124,9,0,7,2
124,21,1,4,10
124,23,0,5,4
124,29,0,4,5
124,45,0,7,1
124,46,0,4,3
124,47,0,5,9
125,3,0,4,1
125,4,0,6,8
125,8,0,3,9
125,9,0,7,6
125,21,0,6,7
125,23,0,4,3
125,29,0,5,4
125,45,0,5,2
125,46,1,3,5
125,47,0,4,10
126,3,0,4,3
126,4,1,6,2
126,8,0,3,5
126,9,0,5,8
126,21,0,4,4
126,23,0,7,7
126,29,0,6,9
126,45,0,5,1
126,46,0,7,10
126,47,0,6,6
127,3,0,4,3
127,4,0,5,9
127,8,0,5,1
127,9,0,7,8
127,21,0,5,10
127,23,0,5,5
127,29,1,3,6
127,45,0,5,2
127,46,0,6,7
127,47,0,3,4
128,3,0,3,10
128,4,0,4,5
128,8,0,4,6
128,9,0,5,7
128,21,0,5,8
128,23,0,5,4
128,29,0,5,2
128,45,0,4,3
128,46,0,5,9
128,47,1,5,1
129,3,1,5,8
129,4,0,3,2
129,8,0,3,4
129,9,0,7,7
129,21,0,7,5
129,23,0,3,10
129,29,0,4,3
129,45,0,6,9
129,46,0,4,6
129,47,0,4,1
130,3,1,6,2
130,4,0,5,1
130,8,0,5,10
130,9,0,3,8
130,21,0,7,6
130,23,0,4,3
130,29,0,3,4
130,45,0,4,9
130,46,0,6,7
130,47,0,6,5
131,3,1,7,8
131,4,0,5,10
131,8,0,3,1
131,9,0,3,9
131,21,0,5,4
131,23,0,7,3
131,29,0,4,5
131,45,0,5,2
131,46,0,7,6
131,47,0,5,7
132,3,0,4,7
132,4,0,6,8
132,8,0,7,6
132,9,0,7,2
132,21,0,7,5
132,23,0,6,4
132,29,1,6,10
132,45,0,3,9
132,46,0,6,3
132,47,0,4,1
133,3,1,7,1
133,4,0,4,10
133,8,0,5,6
133,9,0,3,4
133,21,0,5,5
133,23,0,4,9
133,29,0,4,3
133,45,0,3,7
133,46,0,7,2
133,47,0,7,8
134,3,0,4,3
134,4,0,6,8
134,8,0,7,4
134,9,0,4,1
134,21,0,5,7
134,23,0,4,10
134,29,0,3,9
134,45,0,7,5
134,46,0,7,2
134,47,1,3,6
135,3,1,3,4
135,4,0,7,5
135,8,0,7,2
135,9,0,5,3
135,21,0,4,8
135,23,0,7,10
135,29,0,4,6
135,45,0,4,9
135,46,0,6,7
135,47,0,7,1
136,3,0,4,9
136,4,0,6,10
136,8,0,7,7
136,9,0,3,5
136,21,0,3,2
136,23,0,6,8
136,29,0,6,3
136,45,0,5,6
136,46,1,5,4
136,47,0,3,1
137,3,1,4,2
137,4,0,6,6
137,8,0,7,9
137,9,0,6,10
137,21,0,4,7
137,23,0,3,4
137,29,0,7,8
137,45,0,3,3
137,46,0,5,1
137,47,0,6,5
138,3,1,5,9
138,4,0,7,6
138,8,0,7,3
138,9,0,3,1
138,21,0,5,5
138,23,0,4,8
138,29,0,5,4
138,45,0,3,2
138,46,0,4,10
138,47,0,5,7
139,3,0,5,5
139,4,0,5,2
139,8,0,3,3
139,9,0,4,9
139,21,0,4,10
139,23,0,5,6
139,29,0,5,7
139,45,0,5,8
139,46,0,4,1
139,47,1,6,4
140,3,1,7,3
140,4,0,7,1
140,8,0,3,10
140,9,0,5,6
140,21,0,4,2
140,23,0,3,7
